student_id,week,total_logins,total_videos,total_assignments,dropout,login_risk,assignment_risk,final_risk_score,risk_level
MHxPC130000324,15.0,15.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000329,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000333,16.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000334,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000335,20.0,3.0,15.0,0,0,60,20,40.0,Low Risk
MHxPC130000337,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000341,32.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000343,44.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000345,30.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000348,21.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000350,20.0,2.0,1.0,0,0,60,20,40.0,Low Risk
MHxPC130000353,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000354,20.0,2.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130000356,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000358,22.0,5.0,4.0,0,0,20,20,20.0,Low Risk
MHxPC130000358,24.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000360,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000362,24.0,3.0,3.0,0,0,60,20,40.0,Low Risk
MHxPC130000367,23.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000370,30.0,12.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000371,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000375,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000376,44.0,1.0,8.0,0,1,100,20,60.0,Medium Risk
MHxPC130000380,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000388,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000389,22.0,1.0,3.0,0,1,100,20,60.0,Medium Risk
MHxPC130000391,15.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000395,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000396,15.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000396,33.0,18.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000398,1.0,2.0,2.0,0,0,60,20,40.0,Low Risk
MHxPC130000408,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000411,8.0,3.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130000412,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000413,23.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000418,44.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000420,26.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000423,3.0,19.0,404.0,0.99,0,20,20,20.0,Low Risk
MHxPC130000429,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000434,16.0,11.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000436,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000444,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000445,26.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000450,42.0,2.0,20.0,0,0,60,20,40.0,Low Risk
MHxPC130000455,52.0,8.0,6.0,0.02,0,20,20,20.0,Low Risk
MHxPC130000457,27.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000460,33.0,42.0,0.0,0.02,0,20,20,20.0,Low Risk
MHxPC130000461,22.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000462,43.0,1.0,0.0,0.01,1,100,20,60.0,Medium Risk
MHxPC130000463,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000464,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000465,13.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000470,35.0,15.0,257.0,0,0,20,20,20.0,Low Risk
MHxPC130000471,42.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000473,25.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000475,28.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000478,20.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000485,42.0,3.0,19.0,0,0,60,20,40.0,Low Risk
MHxPC130000493,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000494,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000497,12.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000497,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000500,21.0,2.0,9.0,0.32,0,60,20,40.0,Low Risk
MHxPC130000501,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000506,24.0,5.0,1.0,0,0,20,20,20.0,Low Risk
MHxPC130000513,32.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000514,16.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000519,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000523,25.0,1.0,3.0,0,1,100,20,60.0,Medium Risk
MHxPC130000525,19.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000527,11.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000527,20.0,1.0,1.0,0,1,100,20,60.0,Medium Risk
MHxPC130000529,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000530,15.0,7.0,24.0,0,0,20,20,20.0,Low Risk
MHxPC130000535,12.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000542,17.0,8.0,16.0,00,0,20,20,20.0,Low Risk
MHxPC130000545,39.0,1.0,0.0, ,1,100,20,60.0,Medium Risk
MHxPC130000548,36.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000552,15.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000557,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000562,21.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000563,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000565,28.0,1.0,0.0,0.21,1,100,20,60.0,Medium Risk
MHxPC130000572,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000574,21.0,3.0,24.0,0.02,0,60,20,40.0,Low Risk
MHxPC130000578,33.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000580,11.0,4.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130000580,21.0,1.0,14.0,0,1,100,20,60.0,Medium Risk
MHxPC130000581,41.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000582,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000583,25.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000584,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000585,25.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000589,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000589,26.0,17.0,22.0,0,0,20,20,20.0,Low Risk
MHxPC130000599,31.0,32.0,0.0,0.65,0,20,20,20.0,Low Risk
MHxPC130000606,22.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000610,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000613,15.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000623,13.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000623,32.0,118.0,0.0,0.84,0,20,20,20.0,Low Risk
MHxPC130000625,18.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000627,34.0,30.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000629,43.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000631,10.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000632,21.0,2.0,0.0,0.01,0,60,20,40.0,Low Risk
MHxPC130000635,22.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000636,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000638,42.0,3.0,25.0,0,0,60,20,40.0,Low Risk
MHxPC130000643,34.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000645,7.0,45.0,1291.0,0.99,0,20,20,20.0,Low Risk
MHxPC130000649,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000650,24.0,3.0,3.0,0,0,60,20,40.0,Low Risk
MHxPC130000658,19.0,47.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130000661,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000662,22.0,13.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000668,36.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000670,20.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000672,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000687,31.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000690,7.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000699,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000702,21.0,5.0,34.0,0,0,20,20,20.0,Low Risk
MHxPC130000703,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000703,23.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000705,9.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000715,21.0,45.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130000717,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000723,30.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000724,3.0,35.0,1681.0,0.3,0,20,20,20.0,Low Risk
MHxPC130000725,22.0,6.0,1.0,0,0,20,20,20.0,Low Risk
MHxPC130000733,43.0,5.0,4.0,0,0,20,20,20.0,Low Risk
MHxPC130000739,21.0,3.0,15.0,0,0,60,20,40.0,Low Risk
MHxPC130000741,12.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000742,27.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000753,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000753,25.0,8.0,0.0,0.05,0,20,20,20.0,Low Risk
MHxPC130000754,35.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000764,28.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000772,42.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000773,29.0,3.0,2.0,0,0,60,20,40.0,Low Risk
MHxPC130000776,15.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000778,31.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000778,46.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000782,17.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000784,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000786,19.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000790,19.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000791,12.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000792,22.0,1.0,3.0,0,1,100,20,60.0,Medium Risk
MHxPC130000793,31.0,1.0,0.0,0.52,1,100,20,60.0,Medium Risk
MHxPC130000797,23.0,1.0,0.0, ,1,100,20,60.0,Medium Risk
MHxPC130000799,2.0,10.0,2.0,0.4,0,20,20,20.0,Low Risk
MHxPC130000800,44.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000801,12.0,11.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000803,23.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000807,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000811,36.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000814,31.0,2.0,0.0, ,0,60,20,40.0,Low Risk
MHxPC130000817,25.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000822,31.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000828,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000830,24.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000831,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000833,39.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000835,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000835,21.0,3.0,2.0,0,0,60,20,40.0,Low Risk
MHxPC130000835,39.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000837,12.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000839,15.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000841,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000846,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000850,13.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000851,8.0,2.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130000854,26.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000858,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000859,52.0,2.0,16.0,0,0,60,20,40.0,Low Risk
MHxPC130000862,10.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000864,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000866,13.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000866,21.0,2.0,4.0,0,0,60,20,40.0,Low Risk
MHxPC130000868,43.0,2.0,13.0,0,0,60,20,40.0,Low Risk
MHxPC130000870,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000873,14.0,7.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000875,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000877,14.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000879,1.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000885,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000889,34.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000891,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000895,43.0,4.0,43.0,0,0,20,20,20.0,Low Risk
MHxPC130000900,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000902,43.0,2.0,31.0,0.01,0,60,20,40.0,Low Risk
MHxPC130000904,31.0,6.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000906,18.0,42.0,0.0,1,0,20,20,20.0,Low Risk
MHxPC130000907,16.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000912,11.0,3.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000919,26.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000923,28.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000928,49.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000931,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000936,14.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000944,27.0,6.0,0.0,0.76,0,20,20,20.0,Low Risk
MHxPC130000946,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000950,21.0,44.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000956,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000957,1.0,4.0,25.0,0,0,20,20,20.0,Low Risk
MHxPC130000962,8.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000967,29.0,4.0,9.0,0,0,20,20,20.0,Low Risk
MHxPC130000968,29.0,9.0,3.0,0,0,20,20,20.0,Low Risk
MHxPC130000969,34.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000974,46.0,0.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000977,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000982,13.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130000985,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000988,20.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130000989,13.0,10.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130000989,14.0,14.0,0.0,00,0,20,20,20.0,Low Risk
MHxPC130000993,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001000,27.0,4.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130001001,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001003,33.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001005,42.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130001007,11.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001010,36.0,9.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130001020,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001029,14.0,2.0,0.0,00,0,60,20,40.0,Low Risk
MHxPC130001033,39.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001035,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001038,20.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130001039,42.0,1.0,2.0,0,1,100,20,60.0,Medium Risk
MHxPC130001041,22.0,10.0,2.0,0,0,20,20,20.0,Low Risk
MHxPC130001044,12.0,5.0,0.0,0,0,20,20,20.0,Low Risk
MHxPC130001045,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001047,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001049,44.0,10.0,192.0,0.07,0,20,20,20.0,Low Risk
MHxPC130001052,10.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130001056,10.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001058,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001060,21.0,7.0,17.0,0,0,20,20,20.0,Low Risk
MHxPC130001061,24.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130001066,36.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001068,9.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001073,3.0,28.0,655.0,0.01,0,20,20,20.0,Low Risk
MHxPC130001074,19.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001075,11.0,2.0,0.0,0,0,60,20,40.0,Low Risk
MHxPC130001078,7.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001084,17.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
MHxPC130001085,13.0,1.0,0.0,0,1,100,20,60.0,Medium Risk
